market_hash_name,currency,min_price,max_price,mean_price,median_price,quantity_sold,source,scraped_at
StatTrak™ SG 553 | Cyberforce (Field-Tested),USD,0.15,0.15,0.15,0.15,1103,steam_market,2026-04-27T09:43:51.611014+00:00
Souvenir AUG | Steel Sentinel (Well-Worn),USD,0.09,0.09,0.09,0.09,362,steam_market,2026-04-27T09:43:51.611016+00:00
M4A4 | Poly Mag (Minimal Wear),USD,0.3,0.3,0.3,0.3,639,steam_market,2026-04-27T09:43:51.611018+00:00
FAMAS | Meow 36 (Well-Worn),USD,0.13,0.13,0.13,0.13,2596,steam_market,2026-04-27T09:43:51.611020+00:00
M4A4 | Turbine (Field-Tested),USD,1.84,1.84,1.84,1.84,210,steam_market,2026-04-27T09:43:51.611023+00:00
M4A1-S | Rose Hex (Minimal Wear),USD,0.76,0.76,0.76,0.76,607,steam_market,2026-04-27T09:44:54.710906+00:00
M4A1-S | Rose Hex (Field-Tested),USD,0.4,0.4,0.4,0.4,1323,steam_market,2026-04-27T09:44:54.710926+00:00
M4A4 | Aeolian Dark (Field-Tested),USD,0.07,0.07,0.07,0.07,2998,steam_market,2026-04-27T09:44:54.710929+00:00
M4A4 | Steel Work (Minimal Wear),USD,0.13,0.13,0.13,0.13,2482,steam_market,2026-04-27T09:44:54.710931+00:00
SG 553 | Aloha (Field-Tested),USD,0.24,0.24,0.24,0.24,1379,steam_market,2026-04-27T09:44:54.710933+00:00
AUG | Condemned (Battle-Scarred),USD,0.08,0.08,0.08,0.08,864,steam_market,2026-04-27T09:44:54.710935+00:00
Galil AR | O-Ranger (Field-Tested),USD,0.06,0.06,0.06,0.06,4516,steam_market,2026-04-27T09:44:54.710938+00:00
M4A4 | Zubastick (Field-Tested),USD,0.23,0.23,0.23,0.23,826,steam_market,2026-04-27T09:44:54.710940+00:00
FAMAS | Byproduct (Factory New),USD,0.09,0.09,0.09,0.09,1551,steam_market,2026-04-27T09:44:54.710942+00:00
M4A1-S | Night Terror (Well-Worn),USD,1.11,1.11,1.11,1.11,779,steam_market,2026-04-27T09:44:54.710944+00:00
AUG | Trigger Discipline (Factory New),USD,1.39,1.39,1.39,1.39,491,steam_market,2026-04-27T09:44:56.590868+00:00
StatTrak™ M4A4 | Choppa (Minimal Wear),USD,1.31,1.31,1.31,1.31,569,steam_market,2026-04-27T09:44:56.590876+00:00
Galil AR | Destroyer (Field-Tested),USD,0.13,0.13,0.13,0.13,3125,steam_market,2026-04-27T09:44:56.590878+00:00
SG 553 | Basket Halftone (Minimal Wear),USD,0.09,0.09,0.09,0.09,1800,steam_market,2026-04-27T09:44:56.590879+00:00
Souvenir AUG | Spalted Wood (Factory New),USD,0.15,0.15,0.15,0.15,399,steam_market,2026-04-27T09:44:56.590880+00:00
M4A4 | Choppa (Well-Worn),USD,0.12,0.12,0.12,0.12,2350,steam_market,2026-04-27T09:44:56.590882+00:00
AUG | Creep (Minimal Wear),USD,0.94,0.94,0.94,0.94,268,steam_market,2026-04-27T09:44:56.590883+00:00
SG 553 | Dragon Tech (Minimal Wear),USD,1.21,1.21,1.21,1.21,435,steam_market,2026-04-27T09:44:56.590884+00:00
M4A1-S | Liquidation (Battle-Scarred),USD,1.29,1.29,1.29,1.29,718,steam_market,2026-04-27T09:44:56.590885+00:00
FAMAS | Yeti Camo (Field-Tested),USD,0.49,0.49,0.49,0.49,1345,steam_market,2026-04-27T09:44:56.590886+00:00
M4A4 | Urban DDPAT (Field-Tested),USD,0.14,0.14,0.14,0.14,3775,steam_market,2026-04-27T09:44:58.757048+00:00
StatTrak™ SG 553 | Cyberforce (Minimal Wear),USD,0.32,0.32,0.32,0.32,450,steam_market,2026-04-27T09:44:58.757076+00:00
FAMAS | Survivor Z (Field-Tested),USD,0.5,0.5,0.5,0.5,639,steam_market,2026-04-27T09:44:58.757079+00:00
Galil AR | Robin's Egg (Factory New),USD,0.5,0.5,0.5,0.5,409,steam_market,2026-04-27T09:44:58.757082+00:00
FAMAS | Palm (Factory New),USD,0.12,0.12,0.12,0.12,634,steam_market,2026-04-27T09:44:58.757085+00:00
Galil AR | Robin's Egg (Minimal Wear),USD,0.14,0.14,0.14,0.14,1815,steam_market,2026-04-27T09:44:58.757087+00:00
StatTrak™ SG 553 | Dragon Tech (Field-Tested),USD,0.92,0.92,0.92,0.92,339,steam_market,2026-04-27T09:44:58.757089+00:00
StatTrak™ Galil AR | Control (Field-Tested),USD,1.1,1.1,1.1,1.1,287,steam_market,2026-04-27T09:44:58.757092+00:00
SG 553 | Ol' Rusty (Field-Tested),USD,0.14,0.14,0.14,0.14,3566,steam_market,2026-04-27T09:44:58.757094+00:00
Galil AR | Metallic Squeezer (Field-Tested),USD,0.43,0.43,0.43,0.43,1317,steam_market,2026-04-27T09:44:58.757097+00:00
StatTrak™ Galil AR | Connexion (Field-Tested),USD,1.04,1.04,1.04,1.04,524,steam_market,2026-04-27T09:45:01.889946+00:00
FAMAS | Grey Ghost (Field-Tested),USD,0.05,0.05,0.05,0.05,4075,steam_market,2026-04-27T09:45:01.889966+00:00
StatTrak™ M4A4 | Poly Mag (Minimal Wear),USD,0.39,0.39,0.39,0.39,915,steam_market,2026-04-27T09:45:01.889969+00:00
SG 553 | Night Camo (Field-Tested),USD,0.03,0.03,0.03,0.03,61976,steam_market,2026-04-27T09:45:01.889972+00:00
M4A4 | Aeolian Dark (Minimal Wear),USD,0.13,0.13,0.13,0.13,2881,steam_market,2026-04-27T09:45:01.889974+00:00
AUG | Steel Sentinel (Battle-Scarred),USD,0.11,0.11,0.11,0.11,1243,steam_market,2026-04-27T09:45:01.889977+00:00
Galil AR | Acid Dart (Factory New),USD,0.4,0.4,0.4,0.4,455,steam_market,2026-04-27T09:45:01.889980+00:00
StatTrak™ M4A4 | Choppa (Field-Tested),USD,0.37,0.37,0.37,0.37,1374,steam_market,2026-04-27T09:45:01.889983+00:00
SG 553 | Damascus Steel (Battle-Scarred),USD,0.15,0.15,0.15,0.15,1225,steam_market,2026-04-27T09:45:01.889985+00:00
FAMAS | Vendetta (Minimal Wear),USD,0.1,0.1,0.1,0.1,1474,steam_market,2026-04-27T09:45:01.889987+00:00
Galil AR | Cold Fusion (Field-Tested),USD,0.07,0.07,0.07,0.07,7611,steam_market,2026-04-27T09:45:04.460917+00:00
Galil AR | Signal (Field-Tested),USD,1.0,1.0,1.0,1.0,424,steam_market,2026-04-27T09:45:04.460941+00:00
M4A4 | Zubastick (Well-Worn),USD,0.18,0.18,0.18,0.18,535,steam_market,2026-04-27T09:45:04.460945+00:00
AK-47 | VariCamo Grey (Battle-Scarred),USD,0.18,0.18,0.18,0.18,3537,steam_market,2026-04-27T09:45:04.460947+00:00
StatTrak™ Galil AR | Destroyer (Minimal Wear),USD,0.31,0.31,0.31,0.31,621,steam_market,2026-04-27T09:45:04.460950+00:00
AUG | Amber Slipstream (Minimal Wear),USD,0.53,0.53,0.53,0.53,253,steam_market,2026-04-27T09:45:04.460952+00:00
FAMAS | Decommissioned (Minimal Wear),USD,0.71,0.71,0.71,0.71,143,steam_market,2026-04-27T09:45:04.460955+00:00
StatTrak™ M4A4 | Poly Mag (Field-Tested),USD,0.19,0.19,0.19,0.19,1606,steam_market,2026-04-27T09:45:04.460957+00:00
AUG | Luxe Trim (Field-Tested),USD,0.31,0.31,0.31,0.31,896,steam_market,2026-04-27T09:45:04.460960+00:00
M4A1-S | Boreal Forest (Field-Tested),USD,0.17,0.17,0.17,0.17,3556,steam_market,2026-04-27T09:45:04.460962+00:00
FAMAS | Teardown (Field-Tested),USD,0.2,0.2,0.2,0.2,1646,steam_market,2026-04-27T09:45:07.200642+00:00
M4A4 | Naval Shred Camo (Field-Tested),USD,0.06,0.06,0.06,0.06,2948,steam_market,2026-04-27T09:45:07.200667+00:00
AUG | Commando Company (Factory New),USD,0.09,0.09,0.09,0.09,1182,steam_market,2026-04-27T09:45:07.200671+00:00
SG 553 | Cyberforce (Battle-Scarred),USD,0.13,0.13,0.13,0.13,1949,steam_market,2026-04-27T09:45:07.200673+00:00
M4A1-S | Boreal Forest (Minimal Wear),USD,0.46,0.46,0.46,0.46,619,steam_market,2026-04-27T09:45:07.200676+00:00
M4A4 | Magnesium (Field-Tested),USD,0.61,0.61,0.61,0.61,566,steam_market,2026-04-27T09:45:07.200678+00:00
FAMAS | Palm (Minimal Wear),USD,0.04,0.04,0.04,0.04,6707,steam_market,2026-04-27T09:45:07.200681+00:00
M4A4 | Steel Work (Field-Tested),USD,0.06,0.06,0.06,0.06,5276,steam_market,2026-04-27T09:45:07.200684+00:00
SG 553 | Cyberforce (Field-Tested),USD,0.12,0.12,0.12,0.12,5069,steam_market,2026-04-27T09:45:07.200687+00:00
FAMAS | Colony (Field-Tested),USD,0.03,0.03,0.03,0.03,11920,steam_market,2026-04-27T09:45:07.200690+00:00
SG 553 | Safari Print (Factory New),USD,0.1,0.1,0.1,0.1,1226,steam_market,2026-04-27T09:45:09.516941+00:00
FAMAS | Vendetta (Field-Tested),USD,0.05,0.05,0.05,0.05,2022,steam_market,2026-04-27T09:45:09.516956+00:00
FAMAS | Teardown (Minimal Wear),USD,0.43,0.43,0.43,0.43,965,steam_market,2026-04-27T09:45:09.516959+00:00
StatTrak™ M4A4 | Poly Mag (Well-Worn),USD,0.15,0.15,0.15,0.15,1144,steam_market,2026-04-27T09:45:09.516961+00:00
Galil AR | Acid Dart (Minimal Wear),USD,0.14,0.14,0.14,0.14,3091,steam_market,2026-04-27T09:45:09.516964+00:00
AUG | Snake Pit (Field-Tested),USD,0.11,0.11,0.11,0.11,1355,steam_market,2026-04-27T09:45:09.516966+00:00
M4A1-S | VariCamo (Field-Tested),USD,0.35,0.35,0.35,0.35,2356,steam_market,2026-04-27T09:45:09.516968+00:00
FAMAS | Grey Ghost (Minimal Wear),USD,0.11,0.11,0.11,0.11,1662,steam_market,2026-04-27T09:45:09.516971+00:00
Souvenir M4A1-S | Wash me plz (Field-Tested),USD,0.36,0.36,0.36,0.36,237,steam_market,2026-04-27T09:45:09.516973+00:00
AK-47 | Olive Polycam (Well-Worn),USD,0.15,0.15,0.15,0.15,3664,steam_market,2026-04-27T09:45:09.516975+00:00
FAMAS | Byproduct (Well-Worn),USD,0.04,0.04,0.04,0.04,1218,steam_market,2026-04-27T09:45:13.004357+00:00
M4A4 | Poly Mag (Field-Tested),USD,0.13,0.13,0.13,0.13,2687,steam_market,2026-04-27T09:45:13.004397+00:00
Galil AR | Robin's Egg (Field-Tested),USD,0.06,0.06,0.06,0.06,2508,steam_market,2026-04-27T09:45:13.004405+00:00
M4A4 | Magnesium (Battle-Scarred),USD,0.27,0.27,0.27,0.27,691,steam_market,2026-04-27T09:45:13.004411+00:00
AUG | Tom Cat (Field-Tested),USD,0.27,0.27,0.27,0.27,1253,steam_market,2026-04-27T09:45:13.004417+00:00
SG 553 | Cyberforce (Well-Worn),USD,0.12,0.12,0.12,0.12,1866,steam_market,2026-04-27T09:45:13.004423+00:00
SG 553 | Ol' Rusty (Minimal Wear),USD,0.27,0.27,0.27,0.27,741,steam_market,2026-04-27T09:45:13.004428+00:00
StatTrak™ M4A4 | Choppa (Well-Worn),USD,0.25,0.25,0.25,0.25,1046,steam_market,2026-04-27T09:45:13.004434+00:00
Galil AR | Grey Smoke (Minimal Wear),USD,0.04,0.04,0.04,0.04,7637,steam_market,2026-04-27T09:45:13.004440+00:00
AUG | Trigger Discipline (Field-Tested),USD,0.21,0.21,0.21,0.21,1432,steam_market,2026-04-27T09:45:13.004445+00:00
AUG | Condemned (Field-Tested),USD,0.06,0.06,0.06,0.06,3014,steam_market,2026-04-27T09:45:16.252038+00:00
Galil AR | Acid Dart (Field-Tested),USD,0.06,0.06,0.06,0.06,2822,steam_market,2026-04-27T09:45:16.252067+00:00
StatTrak™ Galil AR | Destroyer (Field-Tested),USD,0.16,0.16,0.16,0.16,1233,steam_market,2026-04-27T09:45:16.252075+00:00
M4A4 | Steel Work (Battle-Scarred),USD,0.06,0.06,0.06,0.06,1348,steam_market,2026-04-27T09:45:16.252082+00:00
SG 553 | Ol' Rusty (Well-Worn),USD,0.14,0.14,0.14,0.14,287,steam_market,2026-04-27T09:45:16.252085+00:00
M4A4 | Zubastick (Battle-Scarred),USD,0.15,0.15,0.15,0.15,415,steam_market,2026-04-27T09:45:16.252089+00:00
StatTrak™ FAMAS | Meow 36 (Field-Tested),USD,0.18,0.18,0.18,0.18,508,steam_market,2026-04-27T09:45:16.252092+00:00
M4A1-S | Boreal Forest (Well-Worn),USD,0.17,0.17,0.17,0.17,997,steam_market,2026-04-27T09:45:16.252096+00:00
Galil AR | O-Ranger (Battle-Scarred),USD,0.07,0.07,0.07,0.07,1392,steam_market,2026-04-27T09:45:16.252100+00:00
Galil AR | Grey Smoke (Battle-Scarred),USD,0.03,0.03,0.03,0.03,4349,steam_market,2026-04-27T09:45:16.252104+00:00
StatTrak™ M4A4 | Choppa (Battle-Scarred),USD,0.18,0.18,0.18,0.18,565,steam_market,2026-04-27T09:45:19.542874+00:00
M4A4 | Choppa (Battle-Scarred),USD,0.12,0.12,0.12,0.12,998,steam_market,2026-04-27T09:45:19.542901+00:00
FAMAS | Meow 36 (Battle-Scarred),USD,0.13,0.13,0.13,0.13,1940,steam_market,2026-04-27T09:45:19.542908+00:00
AUG | Trigger Discipline (Well-Worn),USD,0.14,0.14,0.14,0.14,979,steam_market,2026-04-27T09:45:19.542914+00:00
FAMAS | Byproduct (Battle-Scarred),USD,0.04,0.04,0.04,0.04,1961,steam_market,2026-04-27T09:45:19.542919+00:00
Galil AR | Destroyer (Battle-Scarred),USD,0.12,0.12,0.12,0.12,1764,steam_market,2026-04-27T09:45:19.542925+00:00
M4A1-S | Wash me plz (Battle-Scarred),USD,0.08,0.08,0.08,0.08,9142,steam_market,2026-04-27T09:45:19.542932+00:00
FAMAS | Half Sleeve (Battle-Scarred),USD,0.1,0.1,0.1,0.1,8533,steam_market,2026-04-27T09:45:19.542940+00:00
M4A4 | Poly Mag (Well-Worn),USD,0.13,0.13,0.13,0.13,3462,steam_market,2026-04-27T09:45:19.542946+00:00
SG 553 | Basket Halftone (Field-Tested),USD,0.05,0.05,0.05,0.05,4151,steam_market,2026-04-27T09:45:19.542951+00:00
SG 553 | Safari Print (Battle-Scarred),USD,0.03,0.03,0.03,0.03,6141,steam_market,2026-04-27T09:45:21.527758+00:00
Souvenir SG 553 | Bleached (Factory New),USD,0.06,0.06,0.06,0.06,3192,steam_market,2026-04-27T09:45:21.527785+00:00
FAMAS | Palm (Field-Tested),USD,0.03,0.03,0.03,0.03,52694,steam_market,2026-04-27T09:45:21.527792+00:00
AUG | Commando Company (Minimal Wear),USD,0.03,0.03,0.03,0.03,9510,steam_market,2026-04-27T09:45:21.527799+00:00
M4A4 | Aeolian Dark (Battle-Scarred),USD,0.06,0.06,0.06,0.06,648,steam_market,2026-04-27T09:45:21.527805+00:00
SG 553 | Safari Print (Minimal Wear),USD,0.03,0.03,0.03,0.03,5070,steam_market,2026-04-27T09:45:21.527810+00:00
M4A4 | Mainframe (Field-Tested),USD,0.06,0.06,0.06,0.06,4651,steam_market,2026-04-27T09:45:21.527818+00:00
SG 553 | Night Camo (Minimal Wear),USD,0.04,0.04,0.04,0.04,7315,steam_market,2026-04-27T09:45:21.527825+00:00
AK-47 | Redline (Battle-Scarred),USD,39.16,39.16,39.16,39.16,69,steam_market,2026-04-27T09:45:21.527832+00:00
StatTrak™ M4A1-S | Night Terror (Battle-Scarred),USD,4.14,4.14,4.14,4.14,262,steam_market,2026-04-27T09:45:21.527839+00:00
M4A1-S | Briefing (Field-Tested),USD,9.92,9.92,9.92,9.92,70,steam_market,2026-04-27T09:45:23.513120+00:00
AK-47 | Breakthrough (Factory New),USD,26.45,26.45,26.45,26.45,160,steam_market,2026-04-27T09:45:23.513149+00:00
FAMAS | Neural Net (Field-Tested),USD,1.57,1.57,1.57,1.57,148,steam_market,2026-04-27T09:45:23.513157+00:00
Galil AR | Sage Spray (Field-Tested),USD,0.04,0.04,0.04,0.04,8986,steam_market,2026-04-27T09:45:23.513163+00:00
AK-47 | Aphrodite (Battle-Scarred),USD,21.07,21.07,21.07,21.07,569,steam_market,2026-04-27T09:45:23.513169+00:00
M4A1-S | Nitro (Well-Worn),USD,0.78,0.78,0.78,0.78,700,steam_market,2026-04-27T09:45:23.513175+00:00
SG 553 | Lush Ruins (Field-Tested),USD,2.41,2.41,2.41,2.41,50,steam_market,2026-04-27T09:45:23.513184+00:00
AK-47 | Safari Mesh (Well-Worn),USD,0.12,0.12,0.12,0.12,3533,steam_market,2026-04-27T09:45:23.513191+00:00
M4A4 | 龍王 (Dragon King) (Field-Tested),USD,20.37,20.37,20.37,20.37,204,steam_market,2026-04-27T09:45:23.513199+00:00
Galil AR | Chromatic Aberration (Well-Worn),USD,4.71,4.71,4.71,4.71,103,steam_market,2026-04-27T09:45:23.513205+00:00
StatTrak™ AK-47 | Slate (Well-Worn),USD,17.72,17.72,17.72,17.72,183,steam_market,2026-04-27T09:45:26.434067+00:00
M4A1-S | Flashback (Well-Worn),USD,5.15,5.15,5.15,5.15,418,steam_market,2026-04-27T09:45:26.434075+00:00
M4A1-S | Flashback (Battle-Scarred),USD,4.66,4.66,4.66,4.66,386,steam_market,2026-04-27T09:45:26.434077+00:00
AUG | Contractor (Well-Worn),USD,0.04,0.04,0.04,0.04,1769,steam_market,2026-04-27T09:45:26.434078+00:00
StatTrak™ M4A4 | Zubastick (Minimal Wear),USD,2.64,2.64,2.64,2.64,110,steam_market,2026-04-27T09:45:26.434079+00:00
AK-47 | Nightwish (Minimal Wear),USD,114.91,114.91,114.91,114.91,178,steam_market,2026-04-27T09:45:26.434081+00:00
AUG | Momentum (Well-Worn),USD,7.59,7.59,7.59,7.59,74,steam_market,2026-04-27T09:45:26.434082+00:00
FAMAS | Survivor Z (Factory New),USD,15.84,15.84,15.84,15.84,29,steam_market,2026-04-27T09:45:26.434083+00:00
FAMAS | ZX Spectron (Field-Tested),USD,5.61,5.61,5.61,5.61,109,steam_market,2026-04-27T09:45:26.434084+00:00
M4A1-S | Boreal Forest (Battle-Scarred),USD,0.16,0.16,0.16,0.16,775,steam_market,2026-04-27T09:45:26.434085+00:00
M4A1-S | Emphorosaur-S (Well-Worn),USD,0.97,0.97,0.97,0.97,644,steam_market,2026-04-27T09:45:29.457348+00:00
M4A4 | Temukau (Battle-Scarred),USD,39.74,39.74,39.74,39.74,97,steam_market,2026-04-27T09:45:29.457377+00:00
M4A1-S | Fizzy POP (Battle-Scarred),USD,2.24,2.24,2.24,2.24,57,steam_market,2026-04-27T09:45:29.457386+00:00
SG 553 | Aloha (Factory New),USD,0.86,0.86,0.86,0.86,491,steam_market,2026-04-27T09:45:29.457422+00:00
M4A4 | Poly Mag (Factory New),USD,4.65,4.65,4.65,4.65,193,steam_market,2026-04-27T09:45:29.457428+00:00
SG 553 | Dragon Tech (Battle-Scarred),USD,0.66,0.66,0.66,0.66,443,steam_market,2026-04-27T09:45:29.457434+00:00
StatTrak™ M4A4 | Poly Mag (Battle-Scarred),USD,0.17,0.17,0.17,0.17,587,steam_market,2026-04-27T09:45:29.457441+00:00
AK-47 | Ice Coaled (Factory New),USD,28.0,28.0,28.0,28.0,425,steam_market,2026-04-27T09:45:29.457448+00:00
AK-47 | Ice Coaled (Well-Worn),USD,7.95,7.95,7.95,7.95,224,steam_market,2026-04-27T09:45:29.457454+00:00
Souvenir SG 553 | Bleached (Minimal Wear),USD,0.04,0.04,0.04,0.04,4847,steam_market,2026-04-27T09:45:29.457459+00:00
StatTrak™ FAMAS | Meow 36 (Minimal Wear),USD,0.4,0.4,0.4,0.4,526,steam_market,2026-04-27T09:45:32.600463+00:00
AUG | Triqua (Well-Worn),USD,0.24,0.24,0.24,0.24,310,steam_market,2026-04-27T09:45:32.600490+00:00
M4A4 | Neo-Noir (Battle-Scarred),USD,42.71,42.71,42.71,42.71,87,steam_market,2026-04-27T09:45:32.600498+00:00
StatTrak™ M4A1-S | Emphorosaur-S (Minimal Wear),USD,4.14,4.14,4.14,4.14,522,steam_market,2026-04-27T09:45:32.600504+00:00
Souvenir AUG | Snake Pit (Field-Tested),USD,0.05,0.05,0.05,0.05,912,steam_market,2026-04-27T09:45:32.600510+00:00
Galil AR | Control (Battle-Scarred),USD,0.7,0.7,0.7,0.7,375,steam_market,2026-04-27T09:45:32.600515+00:00
Souvenir M4A1-S | Wash me plz (Minimal Wear),USD,0.65,0.65,0.65,0.65,104,steam_market,2026-04-27T09:45:32.600523+00:00
StatTrak™ Galil AR | Control (Well-Worn),USD,1.68,1.68,1.68,1.68,43,steam_market,2026-04-27T09:45:32.600530+00:00
M4A4 | The Emperor (Field-Tested),USD,84.0,84.0,84.0,84.0,98,steam_market,2026-04-27T09:45:32.600537+00:00
StatTrak™ Galil AR | Control (Minimal Wear),USD,2.93,2.93,2.93,2.93,157,steam_market,2026-04-27T09:45:32.600543+00:00
AK-47 | Emerald Pinstripe (Well-Worn),USD,3.83,3.83,3.83,3.83,370,steam_market,2026-04-27T09:45:35.563774+00:00
StatTrak™ M4A1-S | Flashback (Battle-Scarred),USD,4.37,4.37,4.37,4.37,68,steam_market,2026-04-27T09:45:35.563803+00:00
AUG | Luxe Trim (Minimal Wear),USD,0.82,0.82,0.82,0.82,225,steam_market,2026-04-27T09:45:35.563812+00:00
AK-47 | Breakthrough (Minimal Wear),USD,12.92,12.92,12.92,12.92,255,steam_market,2026-04-27T09:45:35.563819+00:00
SG 553 | Danger Close (Minimal Wear),USD,0.74,0.74,0.74,0.74,300,steam_market,2026-04-27T09:45:35.563826+00:00
Galil AR | Control (Minimal Wear),USD,1.49,1.49,1.49,1.49,284,steam_market,2026-04-27T09:45:35.563832+00:00
Galil AR | Metallic Squeezer (Factory New),USD,2.44,2.44,2.44,2.44,786,steam_market,2026-04-27T09:45:35.563839+00:00
M4A4 | Desolate Space (Minimal Wear),USD,35.07,35.07,35.07,35.07,252,steam_market,2026-04-27T09:45:35.563844+00:00
StatTrak™ M4A4 | Temukau (Battle-Scarred),USD,39.99,39.99,39.99,39.99,32,steam_market,2026-04-27T09:55:00.809894+00:00
AK-47 | Phantom Disruptor (Battle-Scarred),USD,7.95,7.95,7.95,7.95,160,steam_market,2026-04-27T09:45:35.563855+00:00
AUG | Tom Cat (Factory New),USD,3.24,3.24,3.24,3.24,112,steam_market,2026-04-27T09:45:38.447011+00:00
StatTrak™ AUG | Tom Cat (Minimal Wear),USD,0.59,0.59,0.59,0.59,167,steam_market,2026-04-27T09:45:38.447040+00:00
M4A1-S | Wash me plz (Well-Worn),USD,0.14,0.14,0.14,0.14,2667,steam_market,2026-04-27T09:45:38.447048+00:00
FAMAS | Cyanospatter (Field-Tested),USD,0.07,0.07,0.07,0.07,2367,steam_market,2026-04-27T09:45:38.447053+00:00
SG 553 | Darkwing (Minimal Wear),USD,2.15,2.15,2.15,2.15,141,steam_market,2026-04-27T09:45:38.447059+00:00
FAMAS | Yeti Camo (Factory New),USD,5.13,5.13,5.13,5.13,294,steam_market,2026-04-27T09:45:38.447064+00:00
StatTrak™ AUG | Ricochet (Field-Tested),USD,0.43,0.43,0.43,0.43,194,steam_market,2026-04-27T09:45:38.447071+00:00
AK-47 | Slate (Factory New),USD,26.6,26.6,26.6,26.6,384,steam_market,2026-04-27T09:45:38.447076+00:00
AK-47 | Point Disarray (Minimal Wear),USD,33.0,33.0,33.0,33.0,163,steam_market,2026-04-27T09:45:38.447083+00:00
M4A4 | Naval Shred Camo (Battle-Scarred),USD,0.06,0.06,0.06,0.06,967,steam_market,2026-04-27T09:45:38.447090+00:00
Galil AR | Tuxedo (Field-Tested),USD,0.95,0.95,0.95,0.95,386,steam_market,2026-04-27T09:45:40.954459+00:00
M4A1-S | Stratosphere (Field-Tested),USD,9.48,9.48,9.48,9.48,358,steam_market,2026-04-27T09:45:40.954487+00:00
M4A1-S | Glitched Paint (Battle-Scarred),USD,2.68,2.68,2.68,2.68,248,steam_market,2026-04-27T09:45:40.954496+00:00
StatTrak™ M4A1-S | Electrum (Well-Worn),USD,6.33,6.33,6.33,6.33,94,steam_market,2026-04-27T09:45:40.954503+00:00
M4A4 | Griffin (Field-Tested),USD,5.35,5.35,5.35,5.35,214,steam_market,2026-04-27T09:45:40.954509+00:00
StatTrak™ M4A4 | Etch Lord (Battle-Scarred),USD,1.96,1.96,1.96,1.96,217,steam_market,2026-04-27T09:45:40.954515+00:00
Galil AR | Grey Smoke (Well-Worn),USD,0.04,0.04,0.04,0.04,1625,steam_market,2026-04-27T09:45:40.954521+00:00
AK-47 | Aphrodite (Field-Tested),USD,27.37,27.37,27.37,27.37,646,steam_market,2026-04-27T09:45:40.954526+00:00
Galil AR | O-Ranger (Factory New),USD,0.54,0.54,0.54,0.54,468,steam_market,2026-04-27T09:45:40.954534+00:00
M4A4 | Sheet Lightning (Battle-Scarred),USD,1.3,1.3,1.3,1.3,266,steam_market,2026-04-27T09:45:40.954540+00:00
AK-47 | The Empress (Field-Tested),USD,145.51,145.51,145.51,145.51,117,steam_market,2026-04-27T09:45:42.717799+00:00
StatTrak™ M4A1-S | Black Lotus (Battle-Scarred),USD,25.39,25.39,25.39,25.39,50,steam_market,2026-04-27T09:45:42.717819+00:00
Galil AR | Robin's Egg (Battle-Scarred),USD,0.06,0.06,0.06,0.06,494,steam_market,2026-04-27T09:45:42.717822+00:00
StatTrak™ AUG | Triqua (Well-Worn),USD,0.28,0.28,0.28,0.28,290,steam_market,2026-04-27T09:45:42.717825+00:00
StatTrak™ FAMAS | Sergeant (Field-Tested),USD,8.1,8.1,8.1,8.1,59,steam_market,2026-04-27T09:45:42.717828+00:00
AK-47 | Neon Revolution (Field-Tested),USD,161.0,161.0,161.0,161.0,111,steam_market,2026-04-27T09:45:42.717831+00:00
SG 553 | Darkwing (Well-Worn),USD,0.82,0.82,0.82,0.82,244,steam_market,2026-04-27T09:45:42.717834+00:00
StatTrak™ M4A1-S | Liquidation (Minimal Wear),USD,20.96,20.96,20.96,20.96,197,steam_market,2026-04-27T09:45:42.717836+00:00
FAMAS | Roll Cage (Well-Worn),USD,150.0,150.0,150.0,150.0,41,steam_market,2026-04-27T09:45:42.717838+00:00
StatTrak™ AK-47 | Searing Rage (Battle-Scarred),USD,12.14,12.14,12.14,12.14,94,steam_market,2026-04-27T09:45:42.717840+00:00
Galil AR | Control (Factory New),USD,8.39,8.39,8.39,8.39,206,steam_market,2026-04-27T09:45:44.818559+00:00
M4A1-S | Rose Hex (Factory New),USD,2.07,2.07,2.07,2.07,553,steam_market,2026-04-27T09:45:44.818586+00:00
SG 553 | Night Camo (Well-Worn),USD,0.04,0.04,0.04,0.04,1646,steam_market,2026-04-27T09:45:44.818595+00:00
AK-47 | Midnight Laminate (Factory New),USD,36.84,36.84,36.84,36.84,338,steam_market,2026-04-27T09:45:44.818602+00:00
