"market_hash_name","currency","min_price","max_price","mean_price","median_price","quantity_sold"
"Sealed Graffiti | Speechless (Jungle Green)","USD",0.625,6.017,1.0939539748953975,0.9524999999999999,16501
"Sealed Graffiti | Speechless (Monarch Blue)","USD",0.058,5.545,0.3320330603579012,0.23,92869
"Sealed Graffiti | Speechless (Monster Purple)","USD",0.254,11.219,1.2282720410628019,1.092,99870
"Sealed Graffiti | Speechless (Princess Pink)","USD",0.064,8.358,0.4789111240197502,0.284,378413
"Sealed Graffiti | Speechless (SWAT Blue)","USD",0.093,8.81,0.621139404656646,0.436,321209
"Sealed Graffiti | Speechless (Shark White)","USD",0.077,28.96,0.4381671035386631,0.337,32288
"Sealed Graffiti | Speechless (Tiger Orange)","USD",0.03,54.041,1.7312454810495628,0.6,13122
"Sealed Graffiti | Speechless (Tracer Yellow)","USD",0.075,51.339,2.124882121807466,1.3045,63972
"Sealed Graffiti | Speechless (Violent Violet)","USD",0.03,39.402,1.5851058168316832,0.972,113407
"Sealed Graffiti | Speechless (War Pig Pink)","USD",0.033,25.795,1.609334346504559,1.104,84052
"Sealed Graffiti | Speechless (Wire Blue)","USD",0.037,19.266,0.9342756539235413,0.54,10437
"Sealed Graffiti | Sprout Esports | Boston 2018","USD",143.779,549.975,243.0358401486989,237.622,494
"Sealed Graffiti | Still Happy (Battle Green)","USD",105.17,252.89,137.783903930131,136.0,535
"Sealed Graffiti | Still Happy (Bazooka Pink)","USD",6.14,275.184,183.22418090452265,183.503,395
"Sealed Graffiti | Still Happy (Blood Red)","USD",80.29,180.295,110.20282142857143,109.408,67
"Sealed Graffiti | Still Happy (Brick Red)","USD",0.077,2.264,0.14630090340514246,0.127,291005
"Sealed Graffiti | Still Happy (Cash Green)","USD",0.368,10.0,0.6370832750174947,0.571,63768
"Sealed Graffiti | Still Happy (Desert Amber)","USD",0.089,2.575,0.16103822098679638,0.137,592066
"Sealed Graffiti | Still Happy (Dust Brown)","USD",0.158,3.976,0.2663085476025018,0.22,425088
"Sealed Graffiti | Still Happy (Frog Green)","USD",0.082,2.748,0.14962334954829742,0.129,442128
"Sealed Graffiti | Still Happy (Jungle Green)","USD",21.043,100.999,38.369767716535435,33.314,17791
"Sealed Graffiti | Still Happy (Princess Pink)","USD",18.88,99.98,41.04975919732441,38.623,625
"Sealed Graffiti | Still Happy (Tiger Orange)","USD",5.277,60.958,17.732723770907246,11.59,14734
"Sealed Graffiti | Still Happy (Tracer Yellow)","USD",60.796,497.373,179.61746622613802,159.56900000000002,3254
"Sealed Graffiti | Still Happy (War Pig Pink)","USD",12.114,178.16,54.143429530201345,38.15,14377
"Sealed Graffiti | Take Flight (Battle Green)","USD",32.091,301.08,100.47170038695411,78.281,9612
"Sealed Graffiti | Take Flight (Bazooka Pink)","USD",10.252,106.38,26.93370493454179,17.308500000000002,13834
"Sealed Graffiti | Take Flight (Blood Red)","USD",0.044,10.429,0.1914470232088799,0.134,38029
"Sealed Graffiti | Take Flight (Brick Red)","USD",0.164,1.493,0.39920763723150354,0.34,55072
"Sealed Graffiti | Take Flight (Cash Green)","USD",0.056,5.734,0.19879021497405486,0.171,188419
"Sealed Graffiti | Take Flight (Desert Amber)","USD",0.075,0.563,0.21051489686783803,0.181,116078
"Sealed Graffiti | Take Flight (Dust Brown)","USD",0.067,11.369,0.4062399577167019,0.269,18774
"Sealed Graffiti | Take Flight (Frog Green)","USD",0.039,3.1,0.07797599531615924,0.069,292169
"Sealed Graffiti | Take Flight (Jungle Green)","USD",0.147,3.679,0.27942062097246634,0.267,266370
"Sealed Graffiti | Take Flight (Monarch Blue)","USD",0.04,1.375,0.07580444964871194,0.071,1287845
"Sealed Graffiti | Take Flight (Monster Purple)","USD",0.068,2.247,0.12927868852459015,0.125,617428
"Sealed Graffiti | Take Flight (Princess Pink)","USD",0.036,1.859,0.0865138479670006,0.074,107939
"Sealed Graffiti | Take Flight (SWAT Blue)","USD",0.218,15.046,0.401496114996115,0.373,105446
"Sealed Graffiti | Take Flight (Shark White)","USD",0.599,4.842,1.2824785163422696,1.154,191068
"Sealed Graffiti | Take Flight (Tiger Orange)","USD",0.223,2.384,0.4144976491862568,0.404,805666
"Sealed Graffiti | Take Flight (Tracer Yellow)","USD",0.328,2.861,0.6816302612481858,0.6525000000000001,402421
"Sealed Graffiti | Take Flight (Violent Violet)","USD",0.231,4.795,0.4673112164296998,0.419,83435
"Sealed Graffiti | Take Flight (War Pig Pink)","USD",0.269,2.93,0.9422665289256199,0.8405,201279
"Sealed Graffiti | Take Flight (Wire Blue)","USD",0.283,2.703,1.0918802557167444,1.04,2613359
"Sealed Graffiti | Tamara","USD",0.562,43.774,2.9048248046382654,3.009,551171
"Sealed Graffiti | Team EnVyUs | Atlanta 2017","USD",0.381,7.728,1.2929453580901857,1.216,161359
"Sealed Graffiti | Team EnVyUs | Boston 2018","USD",0.293,6.66,0.7927005153076689,0.619,97342
"Sealed Graffiti | Team Liquid | Atlanta 2017","USD",0.788,20.292,4.737318295739349,3.492,57348
"Sealed Graffiti | Team Liquid | Boston 2018","USD",0.362,4.66,1.0182154614932393,0.765,373773
"Sealed Graffiti | Team Liquid | London 2018","USD",0.646,8.491,1.967629531388152,1.38,215190
"Sealed Graffiti | Team Spirit | London 2018","USD",0.34,3.666,0.8742169895678091,0.666,174871
"Sealed Graffiti | Terror Rice","USD",0.03,32.784,1.8679452714535905,1.035,43022
"Sealed Graffiti | Thoughtfull (Battle Green)","USD",0.156,230.306,6.8927113970588225,4.177,6362
"Sealed Graffiti | Thoughtfull (Bazooka Pink)","USD",0.03,19.489,2.4059300472255023,1.162,193737
"Sealed Graffiti | Thoughtfull (Blood Red)","USD",0.03,37.68,2.751673130193906,1.6155,73855
"Sealed Graffiti | Thoughtfull (Brick Red)","USD",0.03,11.377,1.6333986625514407,0.9335,28463
"Sealed Graffiti | Thoughtfull (Cash Green)","USD",0.049,19.935,1.2756295585412667,0.701,28146
"Sealed Graffiti | Thoughtfull (Desert Amber)","USD",0.141,47.349,4.049332379394931,2.3914999999999997,18562
"Sealed Graffiti | Thoughtfull (Dust Brown)","USD",0.049,10.025,1.649616715638263,0.764,115824
"Sealed Graffiti | Thoughtfull (Frog Green)","USD",0.069,11.491,2.088550584996559,0.9704999999999999,65711
"Sealed Graffiti | Thoughtfull (Jungle Green)","USD",0.043,10.707,1.3652392566782812,0.679,49756
"Sealed Graffiti | Thoughtfull (Monarch Blue)","USD",0.164,18.232,0.32067017082785815,0.3055,138651
"Sealed Graffiti | Thoughtfull (Monster Purple)","USD",0.65,6.135,1.8611200135226502,1.666,70485
"Sealed Graffiti | Thoughtfull (Princess Pink)","USD",0.2,17.676,0.34574602670057214,0.331,518319
"Sealed Graffiti | Thoughtfull (SWAT Blue)","USD",0.234,2.796,0.5804951923076923,0.544,301257
"Sealed Graffiti | Thoughtfull (Shark White)","USD",0.19,10.191,0.3230225733634312,0.311,231177
"Sealed Graffiti | Thoughtfull (Tiger Orange)","USD",0.03,53.07,4.080682631434077,1.035,102182
"Sealed Graffiti | Thoughtfull (Tracer Yellow)","USD",0.269,120.06,15.292312188168212,8.346,13044
"Sealed Graffiti | Thoughtfull (Violent Violet)","USD",0.033,42.515,5.370033830845771,1.517,515860
"Sealed Graffiti | Thoughtfull (War Pig Pink)","USD",0.044,68.098,5.552192277383766,1.543,225083
"Sealed Graffiti | Thoughtfull (Wire Blue)","USD",0.031,71.424,3.986491262683201,1.0965,82284
"Sealed Graffiti | Tilt (Battle Green)","USD",0.032,64.267,1.4246438625204583,0.666,40770
"Sealed Graffiti | Tilt (Bazooka Pink)","USD",0.03,549.98,5.518767195767196,3.15,5718
"Sealed Graffiti | Tilt (Blood Red)","USD",0.034,17.865,1.6676605087014724,0.717,188267
"Sealed Graffiti | Tilt (Brick Red)","USD",0.049,19.596,1.766804495711328,0.844,66865
"Sealed Graffiti | Tilt (Cash Green)","USD",0.03,12.474,1.299451343500363,0.622,28547
"Sealed Graffiti | Tilt (Desert Amber)","USD",0.03,1.759,0.032641136801541445,0.03,1403353
"Sealed Graffiti | Tilt (Dust Brown)","USD",0.057,6.143,0.18444666329625886,0.161,152912
"Sealed Graffiti | Tilt (Frog Green)","USD",0.03,0.15,0.030296724470134886,0.03,6065797
"Sealed Graffiti | Tilt (Jungle Green)","USD",0.03,0.242,0.03148892100192679,0.03,2271699
"Sealed Graffiti | Tilt (Monarch Blue)","USD",0.03,8.195,0.04065549662487947,0.03,967713
"Sealed Graffiti | Tilt (Monster Purple)","USD",2.379,16.426,4.767212225274725,2.8245,2195120
"Sealed Graffiti | Tilt (Princess Pink)","USD",0.03,8.336,0.3289267943951959,0.102,43154152
"Sealed Graffiti | Tilt (SWAT Blue)","USD",0.659,5.65,2.1487449290060856,1.45,12157111
"Sealed Graffiti | Tilt (Shark White)","USD",4.091,73.726,17.169109345200255,15.089,162752
"Sealed Graffiti | Tilt (Tiger Orange)","USD",6.069,52.565,24.11517469879518,18.1465,125692
"Sealed Graffiti | Tilt (Tracer Yellow)","USD",9.827,87.633,41.9002344370861,32.223,123866
"Sealed Graffiti | Tilt (Violent Violet)","USD",3.142,25.709,12.166976010101012,11.5155,211565
"Sealed Graffiti | Tilt (War Pig Pink)","USD",3.97,31.189,15.289681381957777,13.676,162241
"Sealed Graffiti | Tilt (Wire Blue)","USD",0.84,2.571,1.0748549222797927,1.052,586032
"Sealed Graffiti | Toasted (Bazooka Pink)","USD",0.809,2.115,1.072308042488619,1.063,265428
"Sealed Graffiti | Toasted (Blood Red)","USD",0.434,4.759,1.7734217721518986,1.351,740183
"Sealed Graffiti | Toasted (Brick Red)","USD",0.042,17.552,0.4355627165627166,0.39,58244992
"Sealed Graffiti | Toasted (Desert Amber)","USD",0.261,2.547,1.0315068354430381,0.812,885668
"Sealed Graffiti | Toasted (Dust Brown)","USD",0.521,4.874,2.5131756756756753,2.966,108067
"Sealed Graffiti | Toasted (Monster Purple)","USD",12.27,55.285,22.48188610871441,21.039,3109
"Sealed Graffiti | Toasted (Princess Pink)","USD",134.0,638.449,307.7248771929824,272.765,67
"Sealed Graffiti | Toasted (Tiger Orange)","USD",15.279,62.682,23.781747663551403,22.018,11043
"Sealed Graffiti | Toasted (Tracer Yellow)","USD",15.839,181.52,38.86424098671727,35.822,2568
"Sealed Graffiti | Toasted (War Pig Pink)","USD",9.68,107.837,22.641895228215766,21.3555,2194
"Sealed Graffiti | Tombstone (Battle Green)","USD",15.054,99.99,33.384420338983055,31.6505,1650
"Sealed Graffiti | Tombstone (Bazooka Pink)","USD",8.419,56.845,15.530398568019093,15.661,5731
"Sealed Graffiti | Tombstone (Blood Red)","USD",9.61,46.223,18.640474053295932,18.87,3214
"Sealed Graffiti | Tombstone (Brick Red)","USD",9.123,95.95,26.635657142857145,23.6855,156
"Sealed Graffiti | Tombstone (Cash Green)","USD",70.32,348.06,114.27761732851987,106.456,351
"Sealed Graffiti | Tombstone (Desert Amber)","USD",379.6,1860.03,976.9127619047616,678.721,24
"Sealed Graffiti | Tombstone (Dust Brown)","USD",97.37,423.91,175.35265098039218,166.03,341
"Sealed Graffiti | Tombstone (Frog Green)","USD",51.389,1429.68,289.2679415584416,252.885,184
"Sealed Graffiti | Tombstone (Jungle Green)","USD",85.505,289.99,127.0382210526316,118.0835,617
"Sealed Graffiti | Tombstone (Monarch Blue)","USD",1.15,98.066,7.650964601769911,6.99,13589
"Sealed Graffiti | Tombstone (Monster Purple)","USD",0.03,363.893,94.06593795620438,86.03399999999999,314
"Sealed Graffiti | Tombstone (Princess Pink)","USD",2.402,157.678,8.034768219178083,7.178,58552
"Sealed Graffiti | Tombstone (SWAT Blue)","USD",2.873,485.48,15.009287496002559,13.521,15392
"Sealed Graffiti | Tombstone (Shark White)","USD",1.822,367.267,7.925449192462987,7.1,10229
"Sealed Graffiti | Tombstone (Tiger Orange)","USD",6.5,283.99,22.73875303030303,19.743000000000002,925
"Sealed Graffiti | Tombstone (Tracer Yellow)","USD",32.0,542.686,79.41583057324841,62.98,1159
"Sealed Graffiti | Tombstone (Violent Violet)","USD",11.272,108.054,22.987307975460123,20.825,5273
"Sealed Graffiti | Tombstone (War Pig Pink)","USD",3.206,200.792,37.994218150087256,32.986999999999995,2025
"Sealed Graffiti | Tombstone (Wire Blue)","USD",11.149,130.917,28.715070731707318,25.73,488
"Sealed Graffiti | Toy Tiger","USD",6.105,30.79,11.757759124087592,10.921,206
"Sealed Graffiti | Twin Koi","USD",15.844,57.281,32.242262295081964,31.033,158
"Sealed Graffiti | Tyloo | Boston 2018","USD",5.191,13.189,8.622047058823531,8.51,868
"Sealed Graffiti | Tyloo | London 2018","USD",7.107,22.96,13.030639999999998,12.823,407
"Sealed Graffiti | Uh Oh (Battle Green)","USD",9.799,29.7,14.685073170731707,14.099,43
"Sealed Graffiti | Uh Oh (Bazooka Pink)","USD",3.228,49.29,11.228489028213167,6.794,7355
"Sealed Graffiti | Uh Oh (Blood Red)","USD",1.16,13.644,3.014973174366617,2.311,2353
"Sealed Graffiti | Uh Oh (Brick Red)","USD",0.4,18.14,4.800632675438596,3.3034999999999997,7143
"Sealed Graffiti | Uh Oh (Cash Green)","USD",0.13,71.953,0.5142993844432009,0.392,41397
"Sealed Graffiti | Uh Oh (Desert Amber)","USD",0.038,146.68,6.3574793248945145,5.509,1689
"Sealed Graffiti | Uh Oh (Dust Brown)","USD",0.088,62.618,0.3989836567926456,0.281,194801
"Sealed Graffiti | Uh Oh (Frog Green)","USD",0.172,32.063,0.8137473162675475,0.731,53558
"Sealed Graffiti | Uh Oh (Jungle Green)","USD",0.128,151.228,0.8451634062140392,0.449,33006
"Sealed Graffiti | Uh Oh (Monarch Blue)","USD",0.08,50.011,8.423371024734982,6.589,328
"Sealed Graffiti | Uh Oh (Monster Purple)","USD",0.21,400.0,6.991556550951848,4.482,1414
"Sealed Graffiti | Uh Oh (Princess Pink)","USD",1.572,200.008,21.081438202247192,13.65,334
"Sealed Graffiti | Uh Oh (SWAT Blue)","USD",0.03,39.85,9.498219230769232,7.019,321
"Sealed Graffiti | Uh Oh (Shark White)","USD",0.329,122.111,3.4557828185328185,1.45,1856
"Sealed Graffiti | Uh Oh (Tiger Orange)","USD",0.03,405.91,40.604894736842105,23.13,60
"Sealed Graffiti | Uh Oh (Tracer Yellow)","USD",0.31,420.69,3.2715121268656717,1.238,7810
"Sealed Graffiti | Uh Oh (Violent Violet)","USD",0.222,336.733,5.190268744734626,1.99,2454
"Sealed Graffiti | Uh Oh (War Pig Pink)","USD",0.38,572.397,4.3999068564036214,1.9,1176
"Sealed Graffiti | Uh Oh (Wire Blue)","USD",0.03,91.525,1.5775357272397532,1.382,8858
"Sealed Graffiti | Unicorn","USD",1.692,41.524,6.055951173708921,5.147,28220
"Sealed Graffiti | Vega Squadron | Boston 2018","USD",0.387,34.673,1.541508484325568,1.44,78596
"Sealed Graffiti | Vega Squadron | Krakow 2017","USD",0.902,14.928,3.3523874142558903,3.564,44228
"Sealed Graffiti | Vega Squadron | London 2018","USD",0.03,75.27,2.2115055364642995,2.03,7546
"Sealed Graffiti | Virtus.Pro | Atlanta 2017","USD",1.616,35.42,10.961304635761591,10.15,178
"Sealed Graffiti | Virtus.Pro | Boston 2018","USD",3.005,177.706,20.51642255892256,15.3765,956
"Sealed Graffiti | Virtus.Pro | Krakow 2017","USD",0.799,34.1,4.581448803827751,3.193,2285
"Sealed Graffiti | Virtus.Pro | London 2018","USD",0.954,105.155,9.972282828282829,5.84,1234
"Sealed Graffiti | Water Gun","USD",1.929,36.398,8.064203791469195,6.077,260
"Sealed Graffiti | Welcome to the Clutch","USD",1.07,10.526,3.2536720430107526,2.94,1483
"Sealed Graffiti | Winged Defuser","USD",3.151,37.78,10.445861386138613,9.99,4058
"Sealed Graffiti | Wings","USD",0.897,11.44,3.7070545829042225,3.632,9717
"Sealed Graffiti | Winstrike Team | London 2018","USD",1.301,16.387,5.892434474616293,5.635,4415
"Sealed Graffiti | Worry (Battle Green)","USD",1.0,67.63,3.641848585690515,3.19,1636
"Sealed Graffiti | Worry (Bazooka Pink)","USD",0.03,35.514,0.296781512605042,0.063,693
"Sealed Graffiti | Worry (Blood Red)","USD",0.187,0.619,0.3258515901060071,0.313,2597
"Sealed Graffiti | Worry (Brick Red)","USD",0.03,0.078,0.04475265017667844,0.042,6027
"Sealed Graffiti | Worry (Cash Green)","USD",0.051,0.283,0.09992226148409894,0.095,2975
"Sealed Graffiti | Worry (Desert Amber)","USD",0.03,11.565,0.15791855203619912,0.1,530
"Sealed Graffiti | Worry (Dust Brown)","USD",0.04,127.783,0.7159677419354838,0.17,4189
"Sealed Graffiti | Worry (Frog Green)","USD",0.092,5.483,0.24509060681629263,0.229,37053
"Sealed Graffiti | Worry (Jungle Green)","USD",0.03,182.55,0.22943614457831327,0.071,85239
"Sealed Graffiti | Worry (Monarch Blue)","USD",0.044,12.839,0.11875144987572493,0.102,42475
"Sealed Graffiti | Worry (Monster Purple)","USD",0.03,495.0,0.8109240223463685,0.098,9552
"Sealed Graffiti | Worry (Princess Pink)","USD",0.03,187.16,2.854108653846154,1.1909999999999998,1824
"Sealed Graffiti | Worry (SWAT Blue)","USD",0.174,327.409,3.156858310626703,1.3285,7771
"Sealed Graffiti | Worry (Shark White)","USD",0.569,198.04,4.415388366124893,1.957,2377
"Sealed Graffiti | Worry (Tiger Orange)","USD",0.03,125.237,2.7342750611246944,1.2429999999999999,1389
"Sealed Graffiti | Worry (Tracer Yellow)","USD",0.03,36.774,0.3352515923566879,0.229,34405
"Sealed Graffiti | Worry (Violent Violet)","USD",0.124,115.497,0.8695137457044675,0.582,50398
"Sealed Graffiti | Worry (War Pig Pink)","USD",0.032,7.987,0.21057890330682294,0.125,192867
"Sealed Graffiti | Worry (Wire Blue)","USD",0.043,6.472,0.3762688579856721,0.214,90011
"Sealed Graffiti | X-Axes (Battle Green)","USD",0.03,103.289,0.8225927624872579,0.4995,18631
"Sealed Graffiti | X-Axes (Bazooka Pink)","USD",0.105,100.0,16.393302596239927,12.838,2817
"Sealed Graffiti | X-Axes (Blood Red)","USD",42.639,689.996,122.50084905660377,92.772,644
"Sealed Graffiti | X-Axes (Brick Red)","USD",5.835,185.487,18.875745974025975,15.578,11158
"Sealed Graffiti | X-Axes (Cash Green)","USD",12.579,395.26,39.87621852387844,28.5985,4367
"Sealed Graffiti | X-Axes (Desert Amber)","USD",0.345,100.05,22.36228680688336,20.33,737
"Sealed Graffiti | X-Axes (Dust Brown)","USD",12.802,57.5,21.38139597315436,20.0,228
"Sealed Graffiti | X-Axes (Frog Green)","USD",36.971,119.602,61.53907476635513,59.229,136
"Sealed Graffiti | X-Axes (Jungle Green)","USD",7.25,26.769,13.772357692307693,13.623999999999999,871
"Sealed Graffiti | X-Axes (Monarch Blue)","USD",11.428,31.12,21.52405464480874,21.474,358
"Sealed Graffiti | X-Axes (Monster Purple)","USD",7.303,36.078,19.336098039215685,18.763,56
"Sealed Graffiti | X-Axes (Princess Pink)","USD",0.03,1393.53,41.694225538971814,30.9025,1972
"Sealed Graffiti | X-Axes (SWAT Blue)","USD",135.44,1145.217,595.2612799999999,600.0,25
"Sealed Graffiti | X-Axes (Shark White)","USD",0.178,370.43,55.79883229555832,41.936,7492
"Sealed Graffiti | X-Axes (Tiger Orange)","USD",0.03,1150.0,117.30329390018484,85.3845,1639
"Sealed Graffiti | X-Axes (Tracer Yellow)","USD",0.03,358.04,43.887071774975745,32.107,1584
"Sealed Graffiti | X-Axes (Violent Violet)","USD",0.03,1047.377,102.54833701657458,75.271,203
"Sealed Graffiti | X-Axes (War Pig Pink)","USD",0.05,384.682,31.078364508393285,23.28,497
"Sealed Graffiti | X-Axes (Wire Blue)","USD",0.03,1339.07,26.824619004524884,16.886,2061
"Sealed Graffiti | X-Knives (Battle Green)","USD",0.29,387.846,31.375582995951415,20.5415,661
"Sealed Graffiti | X-Knives (Bazooka Pink)","USD",0.03,314.72,24.753671378091873,16.655,341
"Sealed Graffiti | X-Knives (Blood Red)","USD",11.847,586.074,50.39643596311474,39.6035,5535
"Sealed Graffiti | X-Knives (Brick Red)","USD",0.03,172.097,42.37450931677019,35.517,588
"Sealed Graffiti | X-Knives (Cash Green)","USD",0.03,56.446,0.43877909270216964,0.05,18487
"Sealed Graffiti | X-Knives (Desert Amber)","USD",0.035,134.052,0.7916392009987516,0.426,4938
"Sealed Graffiti | X-Knives (Dust Brown)","USD",0.03,22.34,0.07514482200647249,0.044,66380
"Sealed Graffiti | X-Knives (Frog Green)","USD",0.03,22.538,0.12737936913895992,0.099,29129
"Sealed Graffiti | X-Knives (Jungle Green)","USD",0.03,28.892,0.3330412782956058,0.136,4405
"Sealed Graffiti | X-Knives (Monarch Blue)","USD",0.03,493.17,1.0270912659470068,0.054,17204
"Sealed Graffiti | X-Knives (Monster Purple)","USD",0.03,4.755,0.09100318725099601,0.075,90676
"Sealed Graffiti | X-Knives (Princess Pink)","USD",0.03,0.428,0.041868149324861006,0.039,310702
"Sealed Graffiti | X-Knives (SWAT Blue)","USD",0.03,1.269,0.04559444444444445,0.042,124071
"Sealed Graffiti | X-Knives (Shark White)","USD",0.03,28.876,0.2349489603024575,0.046,25111
"Sealed Graffiti | X-Knives (Tiger Orange)","USD",0.03,39.67,2.306614878750514,1.423,8602
"Sealed Graffiti | X-Knives (Tracer Yellow)","USD",5.75,434.37,69.48923076923077,44.85,130
"Sealed Graffiti | X-Knives (Violent Violet)","USD",0.313,27.32,3.006737238979118,2.0149999999999997,29478
"Sealed Graffiti | X-Knives (War Pig Pink)","USD",0.03,61.27,7.545484738955823,5.0655,6945
"Sealed Graffiti | X-Knives (Wire Blue)","USD",0.03,90.605,2.9615478128179045,1.628,4858
"Sealed Graffiti | Zombie Hop","USD",0.2,6.022,0.6546639871382637,0.64,58863
"Sealed Graffiti | compLexity Gaming | London 2018","USD",0.297,73.245,1.0397060333761232,0.706,4263
"Sealed Graffiti | mousesports | Atlanta 2017","USD",84.998,267.62,135.43117450980392,129.999,982
"Sealed Graffiti | mousesports | Boston 2018","USD",328.729,1273.45,600.929629213483,569.73,95
"Sealed Graffiti | mousesports | Krakow 2017","USD",124.86,436.693,192.64061896838606,181.817,1383
"Sealed Graffiti | mousesports | London 2018","USD",190.79,550.54,265.8019619047619,252.72,508
"Sergeant Bombson | SWAT","USD",85.775,329.38,164.11378205128204,153.2175,83
"Shadow Case Key","USD",0.03,500.007,50.626214516129025,38.2655,832
